,167.0896074,51.36022727
331,175.9556806,68.51804545
332,172.4798938,55.05190909
333,170.37304,53.82113636
334,177.8388874,64.89045455
335,177.9385316,66.19568182
336,180.0025356,57.88295455
337,167.788844,52.71263636
338,165.703123,47.47459091
339,174.602902,62.95022727
340,176.5794284,66.13859091
341,178.5814056,56.54840909
342,170.9415428,56.44845455
343,171.7187828,57.34813636
344,172.3533764,63.09659091
345,168.8220144,55.25068182
346,175.0586034,51.93431818
347,173.9109044,58.81918182
348,176.579022,62.5265
349,178.4084824,61.13618182
350,172.3555354,58.05013636
351,172.731049,52.57768182
352,170.5351682,59.81390909
353,172.9722474,57.99268182
354,175.2365558,57.14595455
355,176.0884972,54.54022727
356,178.0358644,64.03072727
357,174.6073216,62.23472727
358,163.0332782,53.85268182
359,167.8704796,58.88709091
360,175.8802172,69.12336364
361,176.9494048,54.93845455
362,173.8051134,61.86486364
363,173.4467702,59.11868182
364,176.2171736,59.89740909
365,173.617001,63.35454545
366,183.7052206,76.46772727
367,178.7438386,58.02027273
368,166.9523458,59.90945455
369,168.9005258,55.84368182
370,179.8660106,63.73331818
371,171.1345066,64.86040909
372,172.2046086,62.46813636
373,173.128178,57.29054545
374,174.8988628,65.27204545
375,171.9920868,55.73636364
376,164.2365778,49.36563636
377,166.9725134,45.75531818
378,173.7980014,52.79077273
379,174.9792284,63.87695455
380,173.4151218,57.13213636
381,175.718343,61.06040909
382,184.4292984,62.0295
383,167.7455878,58.12827273
384,175.841152,55.97095455
385,174.9475038,52.88068182
386,168.8094668,56.61731818
387,176.0332776,57.17513636
388,171.6595246,48.90477273
389,176.3221264,65.01072727
390,171.3704218,53.97427273
391,168.7797742,54.08436364
392,174.655099,59.94290909
393,161.9727774,54.25868182
394,175.3530402,57.32831818
395,168.8837364,57.551
396,169.5252896,51.61804545
397,171.9426076,52.65513636
398,169.3942764,59.21536364
399,170.2530758,57.02463636
400,167.4138384,53.25704545
401,177.877216,62.41745455
402,175.9452412,67.92940909
403,177.995453,68.66795455
404,164.8699268,53.18154545
405,177.0060976,62.8085
406,171.6157096,58.00954545
407,162.1924366,54.887
408,181.912006,65.56986364
409,165.0744222,48.08813636
410,164.1032786,54.61668182
411,157.5223164,49.584
412,165.8243064,57.25954545
413,171.9621402,50.10568182
414,179.9791676,61.123
415,173.153705,52.50304545
416,171.3231524,56.86754545
417,180.4472896,52.91422727
418,172.2890128,60.63381818
419,170.5733952,49.43081818
420,173.4893406,61.09027273
421,166.1466832,59.64022727
422,174.415577,59.469
423,177.9710182,57.76536364
424,175.6006902,54.27577273
425,170.2327812,47.98254545
426,166.4277596,61.12422727
427,178.3031232,60.3135
428,171.8783964,57.29909091
429,177.1207278,57.43327273
430,171.7476626,64.70922727
431,179.8215606,56.63059091
432,176.9314216,55.61836364
433,169.5012358,56.01354545
434,171.6534032,59.7295
435,165.7430518,56.50168182
436,179.6132298,58.35618182
437,181.0352996,62.20590909
438,169.0601902,53.66222727
439,172.8278738,55.22586364
440,173.0171546,54.21868182
441,180.941218,57.52477273
442,169.9866298,58.74895455
443,180.6036774,61.26381818
444,176.3132364,66.39659091
445,175.6868978,73.82313636
446,174.186215,59.17659091
447,176.792001,60.08822727
448,175.3892098,57.93595455
449,173.4489546,56.97572727
450,175.9020104,61.25268182
451,173.3260948,55.42704545
452,171.924472,57.12218182
453,174.8557082,66.34363636
454,176.5823494,54.50940909
455,170.1207672,50.68604545
456,182.893462,63.03454545
457,171.3098428,61.3705
458,167.7978356,52.95863636
459,166.559738,56.34431818
460,173.4863434,62.25090909
461,180.4061162,69.58168182
462,179.7528028,57.435
463,171.4706248,65.937
464,176.5537744,61.44268182
465,168.77157,49.45727273
466,174.165006,50.23431818
467,170.2129184,62.84931818
468,174.4981016,54.32322727
469,173.3045302,52.41881818
470,178.8341102,60.16745455
471,166.8777206,42.72471818
472,166.885874,57.91140909
473,173.940597,61.04654545
474,169.2374314,56.8055
475,169.780839,56.39636364
476,177.5392436,60.70345455
477,171.841922,60.97768182
478,173.5052918,59.20404545
479,177.1611392,62.76977273
480,174.1908124,57.54836364
481,173.0877158,59.91254545
482,172.6715622,59.88013636
483,164.656389,53.46640909
484,175.787939,57.36104545
485,175.934624,57.96054545
486,180.188362,64.76295455
487,175.4587804,63.38363636
488,168.1526482,50.14563636
489,180.4867866,59.97913636
490,175.2471222,58.72895455
491,180.2406606,56.52331818
492,167.7033984,57.51140909
493,177.454814,67.83195455
494,169.7431708,64.61713636
495,175.4993696,57.79254545
496,169.708195,55.60695455
497,170.5148482,51.21177273
498,164.0186712,61.02940909
499,174.4481652,54.86072727
500,171.5445896,52.62863636
501,180.7903928,58.49340909
502,179.1592556,61.25504545
503,181.6966394,53.79177273
504,169.6034454,48.25259091
505,168.4943544,57.4465
506,164.670613,51.98709091
507,173.6914738,59.21759091
508,172.8479652,56.04845455
509,175.4923846,55.84413636
510,177.5725684,57.13327273
511,173.7547198,50.78395455
512,173.5469986,57.06890909
513,170.067097,54.53190909
514,179.1923264,60.27468182
515,176.220247,60.30627273
516,171.5011048,53.38731818
517,164.7734068,46.29768182
518,175.6002584,58.38263636
519,174.7822768,60.92790909
520,171.6137284,58.06868182
521,173.1460088,58.00781818
522,167.1494498,63.36231818
523,164.9038104,51.79004545
524,173.6238336,67.054
525,169.4572684,60.2965
526,175.7221784,60.36995455
527,167.355393,47.77009091
528,167.7348182,57.96304545
529,176.3825276,59.42295455
530,170.5571138,58.44613636
531,166.8638268,55.71359091
532,176.3451642,71.49822727
533,169.0243762,55.04986364
534,175.3735126,67.04822727
535,171.7557144,53.40590909
536,176.761267,60.20327273
537,173.0335122,53.717
538,180.9150814,56.24177273
539,168.739439,59.25681818
540,168.4479232,55.85827273
541,172.7891896,49.0315
542,173.450504,53.905
543,169.9668686,57.11213636
544,182.3096684,67.54618182
545,167.755189,68.30863636
546,175.296957,57.75809091
547,174.5168976,58.50554545
548,165.13048,53.82877273
549,167.7887678,56.9945
550,180.7566362,67.84890909
551,171.5839596,48.79472727
552,174.839757,60.77236364
553,173.0199994,56.75036364
554,172.4794112,51.22854545
555,171.807759,58.10940909
556,177.2483628,60.9825
557,172.7171806,63.00140909
558,176.313211,57.29272727
559,178.8919206,58.90254545
560,171.8949826,60.957
561,172.4161144,48.23868182
562,172.895387,57.75277273
563,170.165649,55.42004545
564,181.8053006,68.51659091
565,163.4887256,52.73004545
566,172.5424794,57.034
567,177.5933202,59.82268182
568,177.6441456,58.668
569,169.6660564,58.68713636
570,178.0824226,67.34654545
571,175.1282756,47.90363636
572,172.7933044,50.24759091
573,176.1781592,53.92736364
574,173.8601044,55.82504545
575,166.8851628,56.76681818
576,176.6741196,61.71340909
577,167.249729,52.93468182
578,174.7515682,56.98259091
579,175.357409,60.51
580,171.1033408,62.87854545
581,178.7090152,56.58963636
582,177.5162312,62.14568182
583,165.4891026,52.27968182
584,176.2990378,60.28936364
585,174.0121996,65.06013636
586,166.9174208,61.24645455
587,162.5170232,55.73845455
588,177.995199,69.80154545
589,173.8005668,57.40409091
590,173.321091,61.23663636
591,172.2845424,61.18122727
592,168.4344358,53.81568182
593,177.1682512,55.13622727
594,166.9008854,60.12927273
595,169.8809658,63.20986364
596,170.888914,50.31727273
597,179.4092678,70.04877273
598,177.641758,56.436
599,167.3268434,61.14422727
600,184.0152276,62.84645455
601,177.9791208,67.76368182
602,171.9195444,57.73068182
603,167.932354,53.55554545
604,177.656617,67.68618182
605,173.3376518,58.27959091
606,174.7556576,58.952
607,169.2101772,57.07609091
608,178.2750054,58.54304545
609,166.5978634,56.44863636
610,174.4869764,68.82577273
611,164.8114306,48.62740909
612,177.3426222,66.19186364
613,168.5026348,55.26936364
614,178.926236,59.51754545
615,177.7787402,61.64559091
616,178.1458718,56.3325
617,170.635422,59.99795455
618,173.236636,53.40181818
619,172.1134734,58.93531818
620,164.5857262,55.623
621,168.8559234,52.08486364
622,170.1377598,52.97277273
623,166.8777714,63.37759091
624,169.740707,56.12827273
625,168.5325814,60.24963636
626,178.1426714,65.18240909
627,178.093751,60.42859091
628,163.986083,44.95327273
629,173.1193896,55.65190909
630,170.55465,47.58031818
631,180.0587458,64.90213636
632,173.1319372,59.51286364
633,180.8392878,65.37590909
634,172.5280776,64.67418182
635,165.8671816,49.0655
636,168.6752024,48.0405
637,181.1184338,57.00031818
638,175.4123238,48.3725
639,167.5242268,53.8805
640,176.8799104,62.17436364
641,180.606573,66.33309091
642,168.1950154,58.92590909
643,167.9821126,49.31613636
644,172.174154,55.11531818
645,169.3605198,61.69995455
646,177.7849632,62.50118182
647,180.706014,56.366
648,174.3437458,58.57331818
649,175.4771192,60.76413636
650,172.6536806,48.4175
651,167.5081486,51.38172727
652,167.6933908,57.25631818
653,180.9388304,63.77022727
654,171.5179196,65.10409091
655,180.516149,66.27559091
656,173.4103212,58.25895455
657,170.9910728,60.99268182
658,175.2307392,63.73481818
659,173.74616,66.52059091
660,170.41368,60.03563636
661,169.5923964,55.51363636
662,166.7417544,59.75877273
663,165.966267,58.87122727
664,173.1847946,57.15686364
665,179.4744696,69.60836364
666,167.4977854,56.61631818
667,176.8549168,61.28295455
668,173.481111,52.44895455
669,177.954305,53.619
670,173.8274908,56.62031818
671,175.9461048,61.09286364
672,171.9709794,58.77690909
673,180.068601,60.51922727
674,179.1795502,66.98222727
675,181.8153844,70.46054545
676,173.7944454,57.40477273
677,176.1688374,61.11840909
678,178.9303,60.92254545
679,171.1490862,58.60218182
680,171.4694818,55.93377273
681,174.0421716,50.99036364
682,169.6937932,50.79286364
683,183.8587128,67.4825
684,174.0317068,62.15722727
685,179.8266914,60.54854545
686,168.196387,53.12977273
687,173.5116418,56.75190909
688,170.61561,55.26404545
689,172.139356,55.99863636
690,171.3821312,62.32977273
691,172.1475602,55.22459091
692,175.7705146,68.609
693,177.9091438,64.68222727
694,179.2472666,61.25122727
695,168.7926266,60.70840909
696,171.9105528,61.85886364
697,167.0212052,43.27370909
698,176.161446,54.42745455
699,179.299108,69.50663636
700,170.8817004,63.72686364
701,173.9608662,66.02286364
702,170.2355752,54.31159091
703,167.0713702,56.14181818
704,167.5531066,50.307
705,173.1992472,50.67959091
706,183.098313,63.40222727
707,169.8080932,60.49454545
708,175.5375966,60.69072727
709,164.060886,51.259
710,170.2777646,56.72613636
711,175.2385624,56.10109091
712,179.3207488,64.58731818
713,178.0282952,52.85518182
714,166.838376,59.60254545
715,170.429428,59.65877273
716,167.7398728,57.83736364
717,175.9311442,55.66013636
718,169.1983154,52.38322727
719,173.0181452,57.706
720,177.1156986,65.20177273
721,162.6118668,56.98954545
722,168.2433262,49.54977273
723,184.0677294,63.29140909
724,168.1972252,46.44636364
725,181.096412,65.63172727
726,160.33877,37.76603182
727,180.1630636,66.08809091
728,173.3674206,61.33031818
729,164.5415556,61.21727273
730,166.1917428,50.68013636
731,175.0405694,54.45231818
732,165.0221998,43.50193636
733,168.0270198,53.25409091
734,167.5990044,57.83436364
735,175.87849,65.87295455
736,173.5323428,55.83927273
737,178.0948178,60.99545455
738,174.3334334,56.808
739,172.0669406,61.74731818
740,164.0494814,54.91918182
741,164.240591,56.82609091
742,167.4055834,60.70336364
743,167.0722846,56.61740909
744,170.562524,61.80413636
745,183.4982106,65.26081818
746,174.5792546,59.35113636
747,171.6282826,57.81454545
748,178.7203436,64.19872727
749,161.6007182,48.82890909
750,168.1660594,55.60154545
751,168.2016956,50.72977273
752,177.983388,62.67795455
753,176.927002,64.94281818
754,168.2760922,52.01586364
755,172.898816,58.30618182
756,170.5561232,61.16931818
757,174.6658686,63.68336364
758,173.026705,55.44409091
759,166.9538698,50.64763636
760,175.7029506,61.398
761,178.7233154,60.44663636
762,179.7953478,53.52572727
763,180.0373082,61.35804545
764,169.2185592,68.91459091
765,177.756566,58.60395455
766,169.9987964,54.61704545
767,181.5034724,57.09122727
768,176.9451376,58.10418182
769,176.0459522,61.87972727
770,169.158285,52.85640909
771,163.0733086,57.76259091
772,173.3054954,57.14386364
773,178.0291334,55.03404545
774,180.27777,55.79009091
775,164.9256036,54.2975
776,169.9286924,60.41127273
777,175.7629962,60.39486364
778,173.773846,56.52209091
779,168.443402,60.09990909
780,183.2220618,64.91090909
781,166.9951702,58.91136364
782,177.7155958,58.42390909
783,165.3899918,51.35995455
784,171.2796676,55.49068182
785,168.650539,53.81636364
786,170.6567326,59.14995455
787,171.9223638,50.76472727
788,172.1477126,64.65690909
789,161.6185998,55.7295
790,168.77538,55.82718182
791,182.685182,54.14195455
792,172.5222356,63.37886364
793,172.7490322,64.24331818
794,172.1237096,54.44863636
795,175.7626914,61.96636364
796,170.1827686,53.82268182
797,170.4253386,62.58727273
798,177.4226576,58.67181818
799,171.2666628,56.12009091
800,173.000416,52.46868182
801,173.4675982,59.05954545
802,176.4074704,61.79831818
803,175.4687626,58.097
804,180.1305262,63.22790909
805,163.0823764,49.64236364
806,180.602001,56.64336364
807,183.0964842,61.91863636
808,168.0240226,54.76009091
809,171.5236092,52.80268182
810,170.6266844,52.50422727
811,185.241057,64.54368182
812,166.4744448,61.58495455
813,175.4755698,61.42295455
814,165.8363714,49.20427273
815,174.0775538,56.87622727
816,181.1731708,64.95213636
817,169.877613,58.31718182
818,172.4963784,58.30363636
819,170.1860452,47.07568182
820,173.4206336,70.95768182
821,168.1550104,47.71186364
822,163.1750356,55.28931818
823,171.2909452,60.003
824,163.8320574,53.82177273
825,174.9960178,61.54081818
826,178.6358632,63.93786364
827,163.3662468,50.75922727
828,170.4658262,58.19672727
829,172.7506324,59.30622727
830,173.3617818,58.2785
831,172.1325742,64.91827273
832,171.3049914,55.94563636
833,166.9689574,53.5805
834,176.8950488,59.51245455
835,182.6975772,58.71522727
836,176.261649,65.71745455
837,170.5538118,52.66522727
838,175.633126,52.96918182
839,169.9410876,64.54304545
840,172.30852,60.05927273
841,172.9641956,61.48213636
842,167.9979622,57.75836364
843,180.7562044,59.02
844,171.5962278,61.13936364
845,177.8324866,55.16404545
846,184.3133474,65.06754545
847,169.1696896,56.7155
848,174.0357708,54.61572727
849,168.5198052,63.37104545
850,175.3283768,59.85195455
851,175.5761284,59.57727273
852,173.3442812,59.04154545
853,173.956726,56.06545455
854,179.5338294,62.51427273
855,178.7136126,62.22209091
856,171.7649854,53.81927273
857,176.393602,52.83822727
858,172.5291444,56.74695455
859,173.7194138,54.99131818
860,168.4480248,47.78218182
861,180.9212028,66.10804545
862,165.8408926,49.17781818
863,167.6472898,59.26263636
864,171.749085,53.41622727
865,175.5210104,61.76190909
866,175.2534722,57.96027273
867,175.4512874,68.81809091
868,173.5857844,51.12722727
869,182.0721784,71.25245455
870,174.6926656,62.82263636
871,168.1020514,49.80386364
872,183.8221368,63.62463636
873,169.802937,56.63059091
874,167.0224752,59.31922727
875,177.018823,68.67195455
876,168.349041,49.44190909
877,168.8529008,48.1785
878,174.5465648,65.1955
879,173.4627976,52.15609091
880,171.8740784,56.26072727
881,181.099079,63.39859091
882,170.3671726,52.6455
883,179.5284192,66.62190909
884,181.3588956,69.99968182
885,180.3499568,62.54086364
886,168.350946,57.24031818
887,172.8567282,63.49722727
888,162.9751884,57.43568182
889,169.8743364,51.78668182
890,179.1453872,58.98204545
891,166.258113,52.81477273
892,175.5478074,63.24063636
893,172.5732134,57.71886364
894,170.721528,57.19781818
895,171.798488,51.60181818
896,178.037871,56.01690909
897,163.6103916,55.93427273
898,177.2335292,58.24227273
899,169.1177974,58.15259091
900,173.100873,50.21263636
901,168.101391,58.15290909
902,169.6570648,53.71263636
903,170.600878,58.96559091
904,172.7683616,59.36790909
905,170.0742598,47.74609091
906,174.5080838,55.74086364
907,176.9886478,62.87540909
908,168.9809422,48.97186364
909,168.8333174,64.29168182
910,181.4739322,69.86209091
911,169.2312592,61.16140909
912,162.585781,49.84513636
913,165.1841248,53.27404545
914,169.6012864,56.49286364
915,175.0550728,56.91786364
916,180.9223204,60.55709091
917,180.6024328,55.72918182
918,177.3097546,61.30236364
919,170.4118258,50.65936364
920,170.8901332,53.11172727
921,182.5394622,65.06940909
922,170.6930038,45.41992273
923,173.8403432,58.14690909
924,170.6950612,62.11727273
925,176.1893352,66.0885
926,175.365664,57.58263636
927,167.400224,58.27195455
928,168.7770564,55.83309091
929,167.8434286,60.57140909
930,176.1583218,53.073
931,179.9173186,65.47522727
932,171.86656,60.23422727
933,165.8865364,56.356
934,169.3371518,51.42831818
935,170.0090834,56.34145455
936,172.0580252,60.89940909
937,163.2641388,58.25086364
938,169.7594268,55.13081818
939,167.3790912,55.77759091
940,171.847256,57.00618182
941,174.4717364,56.76186364
942,167.8432762,52.99559091
943,169.9601376,59.04045455
944,176.4891568,56.31318182
945,174.2440254,62.57140909
946,175.799115,59.49113636
947,171.7888868,64.53209091
948,166.964487,57.15154545
949,167.8926538,47.45945455
950,171.8384422,53.21295455
951,171.6943226,59.89404545
952,176.7296186,57.03354545
953,167.8655266,58.897
954,178.0038604,59.13877273
955,165.1242824,59.96840909
956,175.6781856,64.75659091
957,176.8164104,58.01959091
958,181.5685218,69.68877273
959,176.4642902,57.61859091
960,175.266858,51.82990909
961,176.677574,60.89472727
962,174.3391484,57.99404545
963,170.6946548,57.49359091
964,167.8333956,54.89322727
965,168.1058868,57.56722727
966,179.8517612,60.4885
967,170.58132,57.25677273
968,165.855142,55.14572727
969,175.8567476,58.992
970,175.0255072,59.11586364
971,183.763412,56.09113636
972,173.4707478,62.39959091
973,173.602269,58.07063636
974,171.3604904,60.76604545
975,174.9247962,51.78522727
976,169.2267634,61.644
977,164.5207022,55.7275
978,171.9744338,54.06690909
979,185.39968,61.03195455
980,180.2179276,56.4885
981,172.6101958,59.40822727
982,170.7123586,56.67259091
983,168.5787586,58.6745
984,171.8029584,55.42981818
985,177.1508776,57.39495455
986,173.1653128,61.18736364
987,169.9186594,59.93072727
988,171.441364,47.08309091
989,168.9498526,52.90568182
990,169.8836328,56.14068182
991,177.108358,68.33613636
992,177.249963,61.47440909
993,166.1171684,51.11745455
994,172.7157074,62.49368182
995,183.5297574,60.35918182
996,179.8208748,57.28572727
997,165.5771644,64.25413636
998,171.989242,61.77568182
999,177.9307084,61.21159091
1000,170.9546238,55.46509091
1001,168.6512502,58.341
1002,177.1303798,59.37972727
1003,174.5401386,59.87136364
1004,162.2662998,49.36963636
1005,173.7576154,52.07604545
1006,172.5485754,60.688
1007,179.5697196,61.75640909
1008,175.1351082,67.32240909
1009,168.8962078,56.1445
1010,174.2279726,54.92754545
1011,168.3116268,52.84845455
1012,176.7498624,56.31754545
1013,171.0855354,54.23636364
1014,177.0056658,54.27713636
1015,173.8387684,56.63331818
1016,173.9385142,59.491
1017,166.2547602,53.72990909
1018,169.69359,49.83440909
1019,177.9323848,63.74081818
1020,171.2863732,55.262
1021,169.0193724,44.68300909
